Material Name,Categories,Density,Chemical Properties,Mechanical Properties,Modulus of Elasticity,Poissons Ratio,Shear Modulus,Electrical Properties,Volume Resistivity,Dielectric Constant,Dielectric Loss Index,Thermal Properties,"CTE, linear",Thermal Conductivity,"Transformation Temperature, Tg",Softening Point,Working Point,Annealing Point,Optical Properties,Refractive Index,UV Transmittance,Hydrolytic Resistance,Stress-optical Coefficient K (10-6mm2N-1),tk100(°C),"Maximum Service Temperature, Air",CaO+MgO,SiO2,Classification Temperature (°C),CategoryList
H.C. Starck Amperit® 526.074 Agglomerated,Ceramic;Carbide,34.55626664151432,125.1887681726908,1008.7854345041322,43831338.83073141,49019951468.26631,1143117.182338801,442819592091.35187,620019308855.2068,52139478886.213554,272.8753528361345,178709.44118562498,5177586207296.3125,64115869912.35301,69128832382.34615,1157458796762.497,528169015297.86285,12774725692.257805,58035714522.66071,4437869822619.374,196.6034963464912,787500626675.0533,5856870801713.248,5545620438287.815,5121165644697.74,5063.729433535714,7033928571841.434,6548700177790.385,"['Ceramic', 'Carbide']"
Nabaltec GRANALOX® NM 9622 FS Alumina Cermaic Body,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,1.22,3.79,591.0725170384974,15.0,60615919124.37491,1650.0,356503035785.491,96.0,0.1,1.0,338950.0045346139,6638338895324.934,157873834164.03864,147681359590.27466,2167096570840.5898,363471151042.9752,26514587758.098145,125145464029.30719,8940283323241.797,193.7619119275484,776960950462.5774,4169971725850.616,6494931737348.909,6194927179548.647,3642.4568814363697,8917338217628.78,8648974312124.024,"['Ceramic', 'Oxide', 'Aluminum Oxide', 'Other Engineering Material', 'Additive/Filler for Polymer']"
AISI 4340 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,459.134507705345,192.0841875,362.26076923076926,591.1691599619894,507.55936427687465,806.4899408891407,"['Metal', 'Ferrous Metal', 'Alloy Steel', 'AISI 4000 Series Steel', 'Low Alloy Steel', 'Carbon Steel', 'Medium Carbon Steel']"
Titanium,Metal;Nonferrous Metal;Titanium Alloy;Pure Element,25.979093,4.5,45.681856020821286,62.24374652884617,538.7441058321679,17.318723605769232,5.307985247252747,274.4177089068826,19.674742857142856,60.41788461538461,57.27922620456466,66.86824976407968,244.65948184289832,353.54675703983514,58.45812692307692,69.16510523529412,17.0,93.78469899333331,83.28970388672734,11.201272727272729,269.6870512364615,116.0,192.08418749999998,360.35823423499573,165.66691930221444,277.2710459416706,305.89977236707324,"['Metal', 'Nonferrous Metal', 'Titanium Alloy', 'Pure Element']"
Misumi Alumina 99 Aluminum Oxide,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Schott N-SK16 Glass,Ceramic;Glass,35.7966450710015,3.58,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1362004861760.698,52139478858.72964,295.7408453173375,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,1157458796764.8506,528169015325.222,0.818,58035714461.13636,4437869822580.105,227.04315435575046,787500625599.438,89.0,5545620438416.331,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Schott N-LASF46B 904313.451,Ceramic;Glass;Optical,29.86128631870596,4.51,938.9448417787444,35065129.877331585,39215961263.76291,881104.5515943182,354255673601.07904,1397826682018.5647,41711583128.93873,290.8226446749226,143009.68098841206,4142068965918.9595,51432230985.3183,55303066032.70319,925967037497.377,422535212277.8413,0.88,46428571592.52163,3550295858081.2256,219.27625017163737,630000500497.2809,121.0,4436496350910.88,4096932515810.9297,15994.278176317206,5627142857431.44,5239580332021.5205,"['Ceramic', 'Glass', 'Optical']"
3M HGS4000 Glass Bubbles,Ceramic;Glass,35.7966450710015,137.56643722030984,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1362004861760.698,52139478858.72964,295.7408453173375,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,1157458796764.8506,27.6,12774725776.240967,58035714461.13636,4437869822580.105,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Sharadaa Ceramics REFCAST LC70 Low Cement Castables,Ceramic;Oxide;Aluminum Oxide,2.7,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,70.0,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,0.0127,102361259923.95715,2228550810036.728,78.5,27218556983.980663,1.5,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
CeramTec V 679 Alumina,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,3.9,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,99.7,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,2500.0,30.0,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,300.0,4469459988851.931,4215.807298410132,9.0,762.0,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
BNZ Materials BNZP-26A Insulating Firebrick (French Grade),Ceramic;Oxide;Aluminum Oxide,61.0299829240366,0.83,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,5.0,0.2,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Teijin Tenax® J IMS60 E13 24K 830tex Poly-acrylonitrile Carbon Fiber,Carbon;Carbon Fiber/Carbon Fibre,283.3361654589372,840.0,319.4142857142857,35.288,36.08,66.898675,51.2782575,11.6856046875,113.56980769230769,88.02444444444444,43.13125,40.964113636363635,22.00018857142857,530.25,503.8500000000001,50.93333333333334,192.94395624999999,38.36666666666667,33.70333333333333,56.53400000000001,840.0,1074.3899999999999,146.66666666666666,87.47573863636364,40.03,1029.536,438.8166666666667,"['Carbon', 'Carbon Fiber/Carbon Fibre']"
Dysprosium Oxide,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
H.C. Starck Amperit® 519.059 Agglomerated,Ceramic;Carbide,34.55626664151432,125.1887681726908,1008.7854345041322,43831338.83073141,49019951468.26631,1143117.182338801,442819592091.35187,620019308855.2068,52139478886.213554,272.8753528361345,178709.44118562498,5177586207296.3125,64115869912.35301,69128832382.34615,1157458796762.497,528169015297.86285,12774725692.257805,58035714522.66071,4437869822619.374,196.6034963464912,787500626675.0533,5856870801713.248,5545620438287.815,5121165644697.74,5063.729433535714,7033928571841.434,6548700177790.385,"['Ceramic', 'Carbide']"
Thermal Ceramics Kaowool 1401 Millboard,Ceramic;Oxide;Silicon Oxide,52.03055108163571,153.29806381138812,652.6789791822532,64735442.127253205,70465983085.38556,1322363.1156296192,382703978023.827,985842176715.4623,113602813425.71829,163.84421394253397,260674.34990154617,7717068965801.513,148598513690.3048,154327559916.2213,1647152902938.9998,422535212662.6586,20009254499.6418,129155844332.00673,6643079363252.926,179.60300353144135,890863303330.0378,4821159590533.812,4539199053481.9375,4517608136786.012,4208.147809368465,6887510750418.492,15086767637894.598,"['Ceramic', 'Oxide', 'Silicon Oxide']"
Schunk FH42 Carbon Graphite,Carbon;Graphite,1.65,106.35892857142858,346.1232142857143,28.427666666666664,36.61,99.79034166666668,29.32492416666667,16.878788020833333,67.17522435897436,90.74395833333332,11.0,61.07036363636364,21.950207428571428,541.1041666666666,378.81250000000006,150.0,11.0,38.36666666666667,33.70333333333333,45.191750000000006,142.75646875,18.0,60.0,112.59153551136365,37.910000000000004,982.8507500000001,440.85666666666674,"['Carbon', 'Graphite']"
AISI 1060 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,354.4772722187404,192.0841875,362.26076923076926,540.065304957238,769.6447716374701,1338.3185207743406,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'High Carbon Steel']"
Zinc Gallium Sulfide,Ceramic;Sulfide/Chalcogenide,34.850522987668164,3.81,558.2329345041322,43831316.95156474,65359935090.12174,1101370.2156721342,590426122632.758,826692411748.6007,52139478756.44356,163.0214242647059,238267.1215808333,6903448276201.1875,64115870317.965515,69128832380.28365,1543278395576.3176,704225353715.4303,17032967588.783735,58035714437.05654,5917159763415.495,209.4985506842105,787500625581.1428,5856870802452.36,5545620438282.347,5121165644680.463,5519.468702285713,7033928572046.584,6548699553584.92,"['Ceramic', 'Sulfide/Chalcogenide']"
Morgan Advanced Ceramics Firemaster® Marine Plus faced Blankets Alu 40 Thermal Ceramic,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
American Elements Antimony Oxide Nanopowder,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Celsian,Ceramic;Oxide,52.56492174799874,3.25,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Soil,Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,215.6552323529412,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
Momentive Performance Materials HTR1001 PBN/PG Heating Element,Carbon;Graphite;Ceramic;Nitride,115.43245662292843,106.02138947408683,392.7383629594648,7792310.050767064,8714658108.249165,195888.94317726832,78723483039.86806,110225654914.32935,9269240718.24444,102.2910680174292,31813.291544111107,920459770245.7858,11398376886.213373,12289570678.83487,205770453062.81567,2316118938354.365,2271062417.150111,10317460408.685242,17455621301838.195,74.97270199598998,2362222333541.9146,10660269095828.4,17652554744695.484,9243762781369.066,928.5144359619045,12361587302534.113,1164215920811.5925,"['Carbon', 'Graphite', 'Ceramic', 'Nitride']"
AISI 1030 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,367.62651462603174,192.0841875,362.26076923076926,540.065304957238,746.2842951330356,1297.8243749429105,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'Medium Carbon Steel']"
NanoAmor 95%,Carbon,204.28173913043477,2.1,319.4142857142857,35.288,36.08,89.5649,34.23601,15.58050625,79.81307692307692,88.02444444444444,57.80833333333334,53.91881818181818,22.00018857142857,530.25,503.85,50.93333333333334,111.925275,38.36666666666667,33.70333333333333,56.534000000000006,175.95854166666666,1074.3899999999999,146.66666666666666,116.39031818181819,40.03,1029.536,581.088888888889,['Carbon']
AISI 4150H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,459.134507705345,192.0841875,362.26076923076926,591.1691599619894,507.55936427687465,806.4899408891407,"['Metal', 'Ferrous Metal', 'Alloy Steel', 'AISI 4000 Series Steel', 'Low Alloy Steel', 'Carbon Steel', 'Medium Carbon Steel']"
Pyrotek Pyroboard™ S1090 Roller,Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,215.6552323529412,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
AISI 4340 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,459.134507705345,192.0841875,362.26076923076926,591.1691599619894,507.55936427687465,806.4899408891407,"['Metal', 'Ferrous Metal', 'Alloy Steel', 'AISI 4000 Series Steel', 'Low Alloy Steel', 'Carbon Steel', 'Medium Carbon Steel']"
AISI 1340 Steel,Metal;Ferrous Metal;Alloy Steel;Low Alloy Steel;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,439.5606054423903,192.0841875,362.26076923076926,584.5751141549248,549.1935637519402,899.0174999442589,"['Metal', 'Ferrous Metal', 'Alloy Steel', 'Low Alloy Steel', 'Carbon Steel', 'AISI 1000 Series Steel', 'Medium Carbon Steel']"
Morgan Advanced Ceramics Kaolite® 2000-HS Thermal Ceramic,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,37.0,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,38.0,1758447018000.9456,528169015631.21985,0.21,2.2,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Morgan Advanced Ceramics 50Au-50Cu Mac-560Au/50 Cu-WM Braze Alloy,Metal;Nonferrous Metal;Copper Alloy;Precious Metal;Gold Alloy;Solder/Braze Alloy,26.625012962962966,26.18397186296296,45.71830939571149,62.93124800000002,538.4821227654322,15.375959444444444,4.642593015873016,356.9911048732943,17.6701417989418,61.05083333333334,52.560560683760684,73.34324034920637,224.3056406615873,326.85128571428567,52.70047407407407,64.50231576470588,96.61099715164835,83.36417712740739,84.58380897344495,10.393482517482518,245.37974409955552,771.5399892891711,174.25261111111115,323.2505603038937,196.05690685190677,295.4371395590598,304.00488890564594,"['Metal', 'Nonferrous Metal', 'Copper Alloy', 'Precious Metal', 'Gold Alloy', 'Solder/Braze Alloy']"
Morgan Advanced Ceramics WDS® Multiflex® ST Porextherm,Ceramic;Oxide;Silicon Oxide,52.03055108163571,0.21,652.6789791822532,0.03,70465983085.38556,1322363.1156296192,382703978023.827,985842176715.4623,113602813425.71829,163.84421394253397,260674.34990154617,7717068965801.513,148598513690.3048,154327559916.2213,1647152902938.9998,422535212662.6586,0.025,129155844332.00673,6643079363252.926,179.60300353144135,890863303330.0378,4821159590533.812,4539199053481.9375,4517608136786.012,4208.147809368465,6887510750418.492,15086767637894.598,"['Ceramic', 'Oxide', 'Silicon Oxide']"
Aremco Pyro-Paint™ 634-ALP High Temperature Refractory Coating,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
American Elements Lithium Nanoparticles,Metal;Nonferrous Metal;Pure Element,25.998941525,28.074520856470592,45.609298406015036,62.180074287500005,537.9394844818182,17.387954375,5.423505678571429,274.4047736842105,19.674742857142856,60.228,57.66130483516484,66.67538107544644,243.47917267248212,352.1934752232143,58.373405,69.16510523529412,69.74524691428572,93.78469899333334,83.30457952124954,11.201272727272727,269.44112797379995,736.1070630286191,192.08418749999998,359.7874737362638,164.14985286600907,271.8212178564538,298.86811538586034,"['Metal', 'Nonferrous Metal', 'Pure Element']"
H.C. Starck Amperit® 568.005 Tungsten Carbide-Nickel 92-8 - Nickel SF RC 60 65-35,Ceramic;Carbide,34.55626664151432,125.1887681726908,1008.7854345041322,43831338.83073141,49019951468.26631,1143117.182338801,442819592091.35187,620019308855.2068,52139478886.213554,272.8753528361345,178709.44118562498,5177586207296.3125,64115869912.35301,69128832382.34615,1157458796762.497,528169015297.86285,12774725692.257805,58035714522.66071,4437869822619.374,196.6034963464912,787500626675.0533,5856870801713.248,5545620438287.815,5121165644697.74,5063.729433535714,7033928571841.434,6548700177790.385,"['Ceramic', 'Carbide']"
Nabaltec GRANALOX® NM 9922 Ceramic Bodies,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1600.0,403857845379.50385,99.7,0.1,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Chosun Refractories LPCT-18PI Lance Castable,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,93.0,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,3.0,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Mateck Glass (BK7 analogous),Ceramic;Glass;Glass Ceramic,29.819431556801202,2.51,791.750844445411,35065112.36227603,39215961301.43779,881105.5280684683,393617415105.2957,6386898110588.258,41711583129.028145,291.6276946749226,142988.73444126922,4142068965893.6626,51432230925.35791,55303066015.27844,925967037445.0125,422535212297.2873,1.114,51587301754.8678,3550295858071.649,218.00222002163738,630000500487.1565,81.0,4436496350787.073,4096932515801.243,11520.245488837301,6252380952679.844,5239580331976.369,"['Ceramic', 'Glass', 'Glass Ceramic']"
Potters Industries P-0040 Solid Glass Spheres,Ceramic;Glass,2.5,100.0,5150.1,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1362004861760.698,0.9,295.7408453173375,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,1157458796764.8506,528169015325.222,12774725776.240967,58035714461.13636,4437869822580.105,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
H.C. Starck Grade B Lanthanum Hexaboride,Ceramic;Boride,34.645522987668166,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,52139478755.261055,162.88142426470588,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,682.1239130131579,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,5079.343702285713,9378571428912.5,8731599403719.894,"['Ceramic', 'Boride']"
Morgan Advanced Ceramics Firelite 105L Thermal Ceramic,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,1.6,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,3000.0,8156752873871.653,101804051349.55067,108315910714.32613,0.5,528169015631.21985,35.0,8.8,5.7,22.6,1.5,90.0,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Morgan Advanced Ceramics Deranox™ 995 Alumina Ceramic Aluminum Oxide Ceramic,Ceramic;Oxide;Aluminum Oxide,3.89,156.02812344889796,646.2175166822532,84300672.62278198,2000.0,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,10.0,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,99.5,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,0.0,82.0,370.0,7768489011291.655,108000000.0,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
AISI 1020 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,367.62651462603174,192.0841875,362.26076923076926,555.9251220276782,816.511069326584,1424.1792136525878,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'Low Carbon Steel']"
Schott N-SF4 Glass,Ceramic;Glass,3.15,137.56643722030984,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1.75513,52139478858.72964,295.7408453173375,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,1157458796764.8506,528169015325.222,12774725776.240967,58035714461.13636,4437869822580.105,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,90.0,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Morgan Advanced Ceramics Kaowool™ VF Shapes 1260 LB Thermal Ceramic,Ceramic;Oxide,0.2,159.71131046828827,676.2442524865884,68556631.2531715,0.56,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
MarkeTech Zirconium Oxide Ceramic Zirconia,Ceramic;Oxide;Zirconium Oxide,50.06909990253123,174.57517640398072,696.8789291822532,64735459.3751399,70465983156.61581,1322413.1383472662,382703978080.3407,908064398931.1338,77491702305.79843,158.34517471176474,289634.22362846404,7742068965794.877,96518513677.02809,102327559907.1112,1647152902968.4006,422535212643.3414,20009254526.544113,85822510992.64636,6643079363257.074,260.9469373549707,746418858911.7719,4752738537893.697,4489199053479.658,5898031417191.158,4192.201931743465,6830989011373.29,9891467637911.482,"['Ceramic', 'Oxide', 'Zirconium Oxide']"
Huber Hymod® M932 SP Aluminum Hydroxide,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,57.576703423600144,2.0,591.0725170384974,80931867.04875079,60615919124.37491,1547190.156342892,356503035785.491,837394274632.5294,106304710670.91649,153.10783228189143,338950.0045346139,6638338895324.934,157873834164.03864,147681359590.27466,2167096570840.5898,363471151042.9752,26514587758.098145,0.007,8940283323241.797,0.005,776960950462.5774,4169971725850.616,6494931737348.909,6194927179548.647,3642.4568814363697,8917338217628.78,8648974312124.024,"['Ceramic', 'Oxide', 'Aluminum Oxide', 'Other Engineering Material', 'Additive/Filler for Polymer']"
Hexcel® HiMax™ FCIM144 [C12k,Carbon;Carbon Fiber/Carbon Fibre,283.3361654589372,146.60559523809525,319.4142857142857,35.288,36.08,66.898675,51.2782575,11.6856046875,113.56980769230769,88.02444444444444,43.13125,40.964113636363635,22.00018857142857,530.25,503.8500000000001,50.93333333333334,192.94395624999999,38.36666666666667,33.70333333333333,56.53400000000001,341.96890625000003,1074.3899999999999,146.66666666666666,87.47573863636364,40.03,1029.536,438.8166666666667,"['Carbon', 'Carbon Fiber/Carbon Fibre']"
